RnkIMDNoEd,No_qual,Maori,Drive_priv,Bus,Masters_,AnyUni,Bike
3520,9.2,17.9,44.3,0,13.4,52.8,0.9
2549,9.2,17.9,44.3,0,13.4,52.8,0.9
2955,10.5,13.9,50.8,0.8,7.8,46.9,2.1
2680,10.5,13.9,50.8,0.8,7.8,46.9,2.1
2812,10.5,13.9,50.8,0.8,7.8,46.9,2.1
2304,15.2,12.7,50.1,2.1,4.2,37.2,2.1
1087,11.8,13.2,47.4,1.7,5.7,42.6,2.1
1597,11.8,13.2,47.4,1.7,5.7,42.6,2.1
2543,11.8,13.2,47.4,1.7,5.7,42.6,2.1
1830,10.5,13.9,50.8,0.8,7.8,46.9,2.1
5057,15.2,12.7,50.1,2.1,4.2,37.2,2.1
3546,11.8,13.2,47.4,1.7,5.7,42.6,2.1
3561,19,14.3,48.1,1.1,4.6,38.9,2.3
3931,0,0,0,0,0,0,0
3720,15.2,12.7,50.1,2.1,4.2,37.2,2.1
3306,19.6,11.2,52.2,1,3.1,33.4,1.8
3711,10.5,13.9,50.8,0.8,7.8,46.9,2.1
4732,16.8,16.5,52.6,2.1,3.7,35.1,1.6
4104,19,14.3,48.1,1.1,4.6,38.9,2.3
4493,16.8,16.5,52.6,2.1,3.7,35.1,1.6
2527,22.6,17,54.4,1.2,3,31.1,1.5
2901,19.6,11.2,52.2,1,3.1,33.4,1.8
882,19.6,11.2,52.2,1,3.1,33.4,1.8
3825,19,14.3,48.1,1.1,4.6,38.9,2.3
3419,16.8,16.5,52.6,2.1,3.7,35.1,1.6
3265,19.5,12.7,52.2,0.9,3.3,32.2,1.3
2860,16.8,16.5,52.6,2.1,3.7,35.1,1.6
2246,19.5,12.7,52.2,0.9,3.3,32.2,1.3
2160,22.6,17,54.4,1.2,3,31.1,1.5
688,16.8,16.5,52.6,2.1,3.7,35.1,1.6
5067,22.6,17,54.4,1.2,3,31.1,1.5
5703,22.6,17,54.4,1.2,3,31.1,1.5
3978,20.2,20.8,51.5,1.1,3.8,33.6,1.1
5325,20.2,20.8,51.5,1.1,3.8,33.6,1.1
1287,17.4,16.8,51.9,0.6,4.2,40.5,0.6
4862,22.6,17,54.4,1.2,3,31.1,1.5
5773,20.2,20.8,51.5,1.1,3.8,33.6,1.1
4067,22.6,17,54.4,1.2,3,31.1,1.5
2832,13,13.7,52.8,1.5,5.8,43.1,2
1897,19.5,12.7,52.2,0.9,3.3,32.2,1.3
1858,13,13.7,52.8,1.5,5.8,43.1,2
1638,17.4,16.8,51.9,0.6,4.2,40.5,0.6
2562,13,13.7,52.8,1.5,5.8,43.1,2
2736,13,13.7,52.8,1.5,5.8,43.1,2
1842,12.7,7.9,44.4,0.4,8.3,46,0.8
4131,13,13.7,52.8,1.5,5.8,43.1,2
2474,14.4,9.2,51.6,0.4,6.5,41,2.1
1619,14.4,9.2,51.6,0.4,6.5,41,2.1
3732,14.4,9.2,51.6,0.4,6.5,41,2.1
2229,19.7,9.8,49.3,0.6,5,36.3,1.1
2502,19.7,9.8,49.3,0.6,5,36.3,1.1
3562,19.7,9.8,49.3,0.6,5,36.3,1.1
786,10.8,8.8,40.6,0,6.6,47.5,0
3031,19.7,9.8,49.3,0.6,5,36.3,1.1
3078,12.7,7.9,44.4,0.4,8.3,46,0.8
1935,15,12.4,46.8,0.6,6.1,41.6,1.4
296,15,12.4,46.8,0.6,6.1,41.6,1.4
961,0,0,0,0,0,0,0
2369,14.4,13.1,49.8,0,6,41.8,0.4
5317,19.4,38.6,65.6,0.4,5.4,38.1,1.1
5524,19.4,38.6,65.6,0.4,5.4,38.1,1.1
5876,22.6,43.2,59.1,0.4,2.7,33,2.1
1501,12.4,10,42.9,0.7,6.3,43.6,0.7
5456,22.6,43.2,59.1,0.4,2.7,33,2.1
5213,22.6,43.2,59.1,0.4,2.7,33,2.1
5091,22.6,43.2,59.1,0.4,2.7,33,2.1
5396,22.6,43.2,59.1,0.4,2.7,33,2.1
4279,24.4,30.3,59.6,0.6,3.7,34.6,0.6
3696,20.3,19,49.2,0,6,38.9,1.7
2008,0,0,0,0,0,0,0
1075,19.7,9.8,49.3,0.6,5,36.3,1.1
2147,19.7,9.8,49.3,0.6,5,36.3,1.1
3483,22,37.8,56.4,3.5,3.2,35.7,0.8
5688,24.1,54.1,58,2.2,1.8,29.7,0.8
5412,37.5,28.7,42.9,0,1.4,25,0
5739,22,37.8,56.4,3.5,3.2,35.7,0.8
5666,24.1,54.1,58,2.2,1.8,29.7,0.8
5495,24.1,54.1,58,2.2,1.8,29.7,0.8
5314,22,37.8,56.4,3.5,3.2,35.7,0.8
2750,17,37.8,56.2,3.1,3.9,40.2,0.7
5633,22,37.8,56.4,3.5,3.2,35.7,0.8
4920,22,37.8,56.4,3.5,3.2,35.7,0.8
2909,17,37.8,56.2,3.1,3.9,40.2,0.7
5648,17,37.8,56.2,3.1,3.9,40.2,0.7
5951,17,37.8,56.2,3.1,3.9,40.2,0.7
4385,18,33.8,58.8,1.8,4.1,39.1,0.9
4008,21.4,26.5,56.6,1.6,2.7,35.6,0
4188,21.4,26.5,56.6,1.6,2.7,35.6,0
2559,18,33.8,58.8,1.8,4.1,39.1,0.9
5749,25.9,32.3,54.8,2.9,2.3,28.9,0.3
5746,25.9,32.3,54.8,2.9,2.3,28.9,0.3
5911,25.9,32.3,54.8,2.9,2.3,28.9,0.3
5781,28.9,29.8,55.9,5,0.5,19.2,0
1409,8.8,15.1,50.2,0,9.7,53.6,1
5694,29.5,28.9,56.8,4.7,1.5,24.7,0
5879,28.9,29.8,55.9,5,0.5,19.2,0
6004,28.9,29.8,55.9,5,0.5,19.2,0
5437,29.5,28.9,56.8,4.7,1.5,24.7,0
2857,11.6,15.5,53.6,0.5,6,43.4,1.1
5985,28.9,29.8,55.9,5,0.5,19.2,0
1260,8.8,15.1,50.2,0,9.7,53.6,1
1056,11.6,15.5,53.6,0.5,6,43.4,1.1
815,11.3,9.8,52.9,0.9,7.7,46.7,0.4
6141,28.9,29.8,55.9,5,0.5,19.2,0
846,11.6,15.5,53.6,0.5,6,43.4,1.1
276,11.3,9.8,52.9,0.9,7.7,46.7,0.4
5716,28.8,25.5,57.1,4.5,0.7,20.2,0.2
6069,28.8,25.5,57.1,4.5,0.7,20.2,0.2
1313,8.8,15.1,50.2,0,9.7,53.6,1
3089,9.2,13.8,51.2,0.6,7,49.7,1.3
1956,9.2,13.8,51.2,0.6,7,49.7,1.3
5001,23.4,30.4,60.9,3.6,1.6,30.5,0
5424,9.7,8.7,49.5,1,6.5,45.4,0
4903,23.4,30.4,60.9,3.6,1.6,30.5,0
6143,28.8,25.5,57.1,4.5,0.7,20.2,0.2
3901,23.4,30.4,60.9,3.6,1.6,30.5,0
4961,23.4,30.4,60.9,3.6,1.6,30.5,0
695,9.4,11.6,49.5,0.3,7.1,49.7,0.5
5548,28.8,25.5,57.1,4.5,0.7,20.2,0.2
537,9.2,13.8,51.2,0.6,7,49.7,1.3
5929,30.9,29.7,58.8,5,0.8,19.4,0
6076,30.9,29.7,58.8,5,0.8,19.4,0
221,9.2,13.8,51.2,0.6,7,49.7,1.3
5925,30.9,29.7,58.8,5,0.8,19.4,0
3240,11.5,16.8,53.2,1.5,4.7,45.7,0.6
6044,30.9,29.7,58.8,5,0.8,19.4,0
1256,9.4,11.6,49.5,0.3,7.1,49.7,0.5
2067,9.3,15.9,50.5,0,7.4,50.3,0.5
5883,30.9,29.7,58.8,5,0.8,19.4,0
663,11.5,16.8,53.2,1.5,4.7,45.7,0.6
870,11.5,16.8,53.2,1.5,4.7,45.7,0.6
1207,10.9,13.1,53.5,2,5.2,43.5,0.4
1990,10.9,13.1,53.5,2,5.2,43.5,0.4
1454,10.9,13.1,53.5,2,5.2,43.5,0.4
1923,9.3,15.9,50.5,0,7.4,50.3,0.5
732,10.9,13.1,53.5,2,5.2,43.5,0.4
601,9.3,15.9,50.5,0,7.4,50.3,0.5
2166,7.9,9.1,54.3,0.8,6.5,48.7,0.7
341,7.9,9.1,54.3,0.8,6.5,48.7,0.7
1213,7.9,9.1,54.3,0.8,6.5,48.7,0.7
1496,12.5,11.2,47.2,0,6.3,43.8,0
108,7.9,9.1,54.3,0.8,6.5,48.7,0.7
233,9.7,8.7,49.5,1,6.5,45.4,0
423,9.7,8.7,49.5,1,6.5,45.4,0
179,7.9,9.1,54.3,0.8,6.5,48.7,0.7
69,7.9,9.1,54.3,0.8,6.5,48.7,0.7
998,11.3,9.8,52.9,0.9,7.7,46.7,0.4
886,11.3,9.8,52.9,0.9,7.7,46.7,0.4
2135,11.4,10.4,51.8,1.2,6,46.6,0.8
1864,8.9,9.2,53,1.3,9.5,50.6,2.1
2941,16.8,13.9,48.4,2.9,5,40.1,1.2
2245,11.4,10.4,51.8,1.2,6,46.6,0.8
1436,8.9,9.2,53,1.3,9.5,50.6,2.1
1076,8.9,9.2,53,1.3,9.5,50.6,2.1
554,11.4,10.4,51.8,1.2,6,46.6,0.8
960,11.4,10.4,51.8,1.2,6,46.6,0.8
282,16.8,13.9,48.4,2.9,5,40.1,1.2
3812,16.8,13.9,48.4,2.9,5,40.1,1.2
2593,26.3,31.8,35.6,1,3.1,27.8,4.6
3604,19.2,23.7,53.7,3.5,2.8,33.7,1.4
5048,19.2,23.7,53.7,3.5,2.8,33.7,1.4
4835,23.1,19.6,54.2,3.7,2.8,32.3,0.8
486,11.2,11.5,58.2,0.5,6,44.2,0.8
4958,19.2,23.7,53.7,3.5,2.8,33.7,1.4
4308,23.1,19.6,54.2,3.7,2.8,32.3,0.8
255,11.2,11.5,58.2,0.5,6,44.2,0.8
2792,17.1,20.1,54.6,2.8,2.4,38.3,0.9
2714,17.1,20.1,54.6,2.8,2.4,38.3,0.9
4433,23.1,19.6,54.2,3.7,2.8,32.3,0.8
8,26.3,31.8,35.6,1,3.1,27.8,4.6
3808,17.1,20.1,54.6,2.8,2.4,38.3,0.9
1115,11.3,8.7,52,0.5,6.3,42.8,0.2
4475,23.1,19.6,54.2,3.7,2.8,32.3,0.8
4685,23.1,19.9,57.2,1.3,1.9,31.5,0.9
3881,23.1,19.9,57.2,1.3,1.9,31.5,0.9
4390,20.2,18.6,51.3,2.8,2.9,34.7,1.4
4231,23.1,19.9,57.2,1.3,1.9,31.5,0.9
2760,23.1,19.9,57.2,1.3,1.9,31.5,0.9
4291,20.2,18.6,51.3,2.8,2.9,34.7,1.4
5250,23.1,19.9,57.2,1.3,1.9,31.5,0.9
4556,16.5,13.7,52.4,0,3.2,36.1,0.8
4236,23.4,19.2,55.3,2.8,2.7,32.4,1
5167,16.5,13.7,52.4,0,3.2,36.1,0.8
3343,23.4,19.2,55.3,2.8,2.7,32.4,1
4322,23.4,19.2,55.3,2.8,2.7,32.4,1
4335,21.6,20.4,55.1,2.3,2.7,32.3,1.3
4130,20,17.9,59.6,2.7,2.2,31.5,1.3
2804,20,17.9,59.6,2.7,2.2,31.5,1.3
4847,21.6,20.4,55.1,2.3,2.7,32.3,1.3
3674,21.6,20.4,55.1,2.3,2.7,32.3,1.3
3083,20,17.9,59.6,2.7,2.2,31.5,1.3
2419,16.5,13.7,52.4,0,3.2,36.1,0.8
3298,20,17.9,59.6,2.7,2.2,31.5,1.3
3384,20.2,16.9,59.3,3.6,2.9,33.5,0.7
3694,20.2,16.9,59.3,3.6,2.9,33.5,0.7
4936,19.8,26.4,56.3,3.9,2.4,32.1,0.5
3164,19.8,26.4,56.3,3.9,2.4,32.1,0.5
3102,20.2,16.9,59.3,3.6,2.9,33.5,0.7
5896,19.8,26.4,56.3,3.9,2.4,32.1,0.5
2509,20.2,16.9,59.3,3.6,2.9,33.5,0.7
2163,12.6,11.6,48.9,0,8,44.1,1.4
3526,20.2,16.9,59.3,3.6,2.9,33.5,0.7
2997,19.8,26.4,56.3,3.9,2.4,32.1,0.5
1063,11.3,8.7,52,0.5,6.3,42.8,0.2
1400,11.3,8.7,52,0.5,6.3,42.8,0.2
2669,17.2,17.2,57.4,1.5,2.4,37.6,0.5
1698,7.7,13.8,45.2,1.4,10.6,56,3.8
626,7.7,13.8,45.2,1.4,10.6,56,3.8
3799,11.5,20.4,39.1,7.9,6.6,48.9,2.5
1667,10.3,11.8,51.6,3.2,7.3,49.5,2
4730,14.6,20.3,44,15.6,7.4,45.4,2.9
692,11.8,9.9,45.6,0,8.3,51.8,2.9
3738,14.7,15.1,40,14.1,6.3,46.4,2.3
2452,14.6,20.3,44,15.6,7.4,45.4,2.9
1953,10.3,11.8,51.6,3.2,7.3,49.5,2
1188,10.3,11.8,51.6,3.2,7.3,49.5,2
653,10.3,11.8,51.6,3.2,7.3,49.5,2
2897,14.6,20.3,44,15.6,7.4,45.4,2.9
2271,14.7,15.1,40,14.1,6.3,46.4,2.3
2639,14.1,13.6,43.2,5.9,5.7,45.8,2.7
3368,14.7,15.1,40,14.1,6.3,46.4,2.3
614,20.6,15.7,49.2,2.4,4.1,35.2,0.8
872,8.3,9.1,54.3,2.7,9.2,52.7,2
5207,14.6,20.3,44,15.6,7.4,45.4,2.9
194,11.8,9.9,45.6,0,8.3,51.8,2.9
1703,7.2,8,43.2,9.7,12.2,56.7,2.7
177,7.2,8,43.2,9.7,12.2,56.7,2.7
2633,14.1,13.6,43.2,5.9,5.7,45.8,2.7
2815,14.1,13.6,43.2,5.9,5.7,45.8,2.7
4462,14.1,13.6,43.2,5.9,5.7,45.8,2.7
550,8.3,9.1,54.3,2.7,9.2,52.7,2
2084,20.6,15.7,49.2,2.4,4.1,35.2,0.8
47,10.1,7,52.2,0.4,7.1,48.7,1.6
6081,24.8,26.9,45.6,12.3,4,34.1,3.1
4760,11.1,9.4,45.1,2.8,7.9,49.4,2.1
3060,12.7,8.5,42.6,3.3,7.4,45.5,2.6
481,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5054,24.8,26.9,45.6,12.3,4,34.1,3.1
1323,11.1,9.4,45.1,2.8,7.9,49.4,2.1
27,10.1,7,52.2,0.4,7.1,48.7,1.6
2032,20.6,15.7,49.2,2.4,4.1,35.2,0.8
4599,16.8,21.6,47.6,3.4,7.1,42.2,2.5
4371,10,11,39.1,7.1,7.2,46,1.1
3685,14.3,21.3,46.7,6.7,2.9,42.8,3.3
327,20.6,15.7,49.2,2.4,4.1,35.2,0.8
61,12.7,8.5,42.6,3.3,7.4,45.5,2.6
1097,11.8,9.9,45.6,0,8.3,51.8,2.9
433,11.1,9.4,45.1,2.8,7.9,49.4,2.1
1291,12.7,8.5,42.6,3.3,7.4,45.5,2.6
4389,16.8,21.6,47.6,3.4,7.1,42.2,2.5
4440,16.8,21.6,47.6,3.4,7.1,42.2,2.5
3214,15.6,10.7,45.2,4.1,5.5,42.8,1.7
443,9.9,12.4,53.7,1.3,8.1,49.6,2.4
1270,14.6,10.6,41.3,2.5,7.7,43.6,1.7
1386,12.7,8.5,42.6,3.3,7.4,45.5,2.6
5192,16.8,21.6,47.6,3.4,7.1,42.2,2.5
2314,9.9,12.4,53.7,1.3,8.1,49.6,2.4
2193,14.6,10.6,41.3,2.5,7.7,43.6,1.7
3794,0,0,0,0,0,0,0
4492,13.4,12.2,45.3,2,8.5,46.7,2.7
3412,17.4,13.2,46.4,3.8,5.7,43.5,1.7
3094,17.4,13.2,46.4,3.8,5.7,43.5,1.7
1453,9.9,12.4,53.7,1.3,8.1,49.6,2.4
4332,14.6,10.6,41.3,2.5,7.7,43.6,1.7
811,15.6,10.7,45.2,4.1,5.5,42.8,1.7
2423,13.4,12.2,45.3,2,8.5,46.7,2.7
4986,17.4,13.2,46.4,3.8,5.7,43.5,1.7
5121,20.6,15.7,49.2,2.4,4.1,35.2,0.8
2667,17.1,17.6,51.2,3.1,5.4,42.1,2.3
972,13.4,12.2,45.3,2,8.5,46.7,2.7
514,10.1,11.3,55.3,2.5,6.5,48,1.1
4406,0,0,0,0,0,0,0
4074,23.2,24.9,57.8,8.4,1.4,29.2,0.3
362,0,0,0,0,0,0,0
5604,17.1,17.6,51.2,3.1,5.4,42.1,2.3
4545,15.6,10.7,45.2,4.1,5.5,42.8,1.7
3970,17.4,13.2,46.4,3.8,5.7,43.5,1.7
3407,23.2,24.9,57.8,8.4,1.4,29.2,0.3
1869,10.1,11.3,55.3,2.5,6.5,48,1.1
1085,10.1,11.3,55.3,2.5,6.5,48,1.1
1513,0,0,0,0,0,0,0
4292,26.9,29.6,56.9,9.8,1.5,28.2,0
5132,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5306,17.1,17.6,51.2,3.1,5.4,42.1,2.3
4479,20.6,10.7,52.1,4.8,3.9,34.6,1.3
5226,22,19.7,50.5,6.9,4.3,34.4,1.3
4585,26.9,29.6,56.9,9.8,1.5,28.2,0
2918,20.6,10.7,52.1,4.8,3.9,34.6,1.3
1584,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5284,28.8,29.2,47.8,4.2,2.9,28.3,1.7
5155,23.8,36.7,59.2,8.6,1.1,27.7,0.2
5487,23.8,36.7,59.2,8.6,1.1,27.7,0.2
5591,0,0,0,0,0,0,0
4813,22,19.7,50.5,6.9,4.3,34.4,1.3
2227,20.6,10.7,52.1,4.8,3.9,34.6,1.3
5460,20.6,15.7,49.2,2.4,4.1,35.2,0.8
4666,23,30.3,56.3,9.6,1.4,27.9,0.2
1186,10.1,11.3,55.3,2.5,6.5,48,1.1
5625,26.6,32.3,55.4,5.6,2.7,29.9,1.5
5239,26.3,39,59.4,6.8,1.9,27.1,0.1
5027,26.3,39,59.4,6.8,1.9,27.1,0.1
3596,23,30.3,56.3,9.6,1.4,27.9,0.2
3668,23,30.3,56.3,9.6,1.4,27.9,0.2
4273,26.3,39,59.4,6.8,1.9,27.1,0.1
5288,26.3,39,59.4,6.8,1.9,27.1,0.1
4215,20.6,15.7,49.2,2.4,4.1,35.2,0.8
4528,23.9,31.1,57.5,4.9,1.8,28.8,0.4
5145,22,19.7,50.5,6.9,4.3,34.4,1.3
5869,26.6,32.3,55.4,5.6,2.7,29.9,1.5
5732,28.8,29.2,47.8,4.2,2.9,28.3,1.7
5062,23.9,31.1,57.5,4.9,1.8,28.8,0.4
4949,26.3,39,59.4,6.8,1.9,27.1,0.1
5390,28.8,29.2,47.8,4.2,2.9,28.3,1.7
4809,28.1,29,52.4,8,2.4,28.5,1.1
5763,26.6,32.3,55.4,5.6,2.7,29.9,1.5
6158,28.8,29.2,47.8,4.2,2.9,28.3,1.7
5920,28.8,29.2,47.8,4.2,2.9,28.3,1.7
5952,28.1,29,52.4,8,2.4,28.5,1.1
4383,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5281,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5551,28.1,29,52.4,8,2.4,28.5,1.1
6053,28.1,29,52.4,8,2.4,28.5,1.1
4461,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5547,27.4,30.2,55.7,7.4,2.6,27.3,1.3
6039,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5914,25.2,25.1,54.7,6.1,2.5,28.6,0.7
5939,25.2,25.1,54.7,6.1,2.5,28.6,0.7
2631,11.8,9.9,45.6,0,8.3,51.8,2.9
5292,20.6,15.7,49.2,2.4,4.1,35.2,0.8
5806,23,33.2,57.5,6.4,2.2,29.8,0.8
4766,20.3,26.8,57.7,5.6,2.5,34.7,0.3
3609,20.3,26.8,57.7,5.6,2.5,34.7,0.3
6089,23,33.2,57.5,6.4,2.2,29.8,0.8
6083,23,33.2,57.5,6.4,2.2,29.8,0.8
3396,23,33.2,57.5,6.4,2.2,29.8,0.8
4923,20.3,26.8,57.7,5.6,2.5,34.7,0.3
3221,18.8,20.7,57,4.6,3.3,35.4,0.5
2462,18.1,19.1,57.9,3.6,2.6,36.8,0.3
3478,18.8,20.7,57,4.6,3.3,35.4,0.5
950,20.6,15.7,49.2,2.4,4.1,35.2,0.8
3673,18.8,20.7,57,4.6,3.3,35.4,0.5
3234,18.8,20.7,57,4.6,3.3,35.4,0.5
2262,18.8,20.7,57,4.6,3.3,35.4,0.5
2114,14.7,15.1,40,14.1,6.3,46.4,2.3
5326,14.7,15.1,40,14.1,6.3,46.4,2.3
5726,25.2,25.1,54.7,6.1,2.5,28.6,0.7
4225,25.2,25.1,54.7,6.1,2.5,28.6,0.7
1181,7.6,8.1,40.9,29.7,12.8,58.1,3.8
1701,11.2,11,52,3.9,9.6,47.1,1
3208,11.2,11,52,3.9,9.6,47.1,1
1944,7.6,8.1,40.9,29.7,12.8,58.1,3.8
901,5.9,7.8,39.2,29.3,15,58.3,3.8
391,5.9,7.8,39.2,29.3,15,58.3,3.8
3454,7.6,8.1,40.9,29.7,12.8,58.1,3.8
1489,7.6,8.1,40.9,29.7,12.8,58.1,3.8
607,5.9,7.8,39.2,29.3,15,58.3,3.8
2298,7.6,8.1,40.9,29.7,12.8,58.1,3.8
228,4.6,4.8,39.7,22.8,17,64.6,5.5
483,5.9,7.8,39.2,29.3,15,58.3,3.8
527,5.9,7.8,39.2,29.3,15,58.3,3.8
455,11.2,11,52,3.9,9.6,47.1,1
360,4.6,4.8,39.7,22.8,17,64.6,5.5
1803,5.5,5.9,40.4,22,16.4,63.4,4.5
117,5.5,5.9,40.4,22,16.4,63.4,4.5
106,4.6,4.8,39.7,22.8,17,64.6,5.5
480,11.2,11,52,3.9,9.6,47.1,1
2136,5.5,5.9,40.4,22,16.4,63.4,4.5
62,5.5,5.9,40.4,22,16.4,63.4,4.5
186,4.6,4.8,39.7,22.8,17,64.6,5.5
687,5.5,7.6,35.5,17.6,13.2,60.6,4.1
1705,3.6,10.5,19.2,13.2,13.7,55.2,5.7
168,3.2,7.8,28.9,21.7,16.5,64,4.5
2836,6.1,11.1,37.8,21.7,9.9,57.9,2.4
3040,11.2,11,52,3.9,9.6,47.1,1
4182,12.5,13.1,49.5,12.1,9.1,51.5,5.7
966,2.4,7.5,21.9,13,18.5,63.5,3.6
1769,3.2,7.8,28.9,21.7,16.5,64,4.5
2162,3.6,10.5,19.2,13.2,13.7,55.2,5.7
405,3.2,7.8,28.9,21.7,16.5,64,4.5
1711,6.1,11.1,37.8,21.7,9.9,57.9,2.4
745,3.2,7.8,28.9,21.7,16.5,64,4.5
1283,5.5,7.6,35.5,17.6,13.2,60.6,4.1
2401,12.5,13.1,49.5,12.1,9.1,51.5,5.7
3363,8.3,9.5,39.9,25.1,11.4,60,5
1440,5.1,10.7,35.5,27.2,16.2,62.8,5.8
1980,5.5,7.6,35.5,17.6,13.2,60.6,4.1
1844,2.4,7.5,21.9,13,18.5,63.5,3.6
2674,3.9,8.7,30.5,21.3,14.5,66.4,5.5
546,11.2,11,52,3.9,9.6,47.1,1
26,2.4,7.5,21.9,13,18.5,63.5,3.6
1999,3.2,7.8,28.9,21.7,16.5,64,4.5
986,3.6,10.5,19.2,13.2,13.7,55.2,5.7
1448,4.4,8.4,43,3.4,15.2,62.4,3.4
1073,8.3,10.4,42.2,22.7,12,57,7.4
2023,3.6,10.5,19.2,13.2,13.7,55.2,5.7
2061,8.3,9.5,39.9,25.1,11.4,60,5
2241,8.3,9.5,39.9,25.1,11.4,60,5
628,3.9,8.7,30.5,21.3,14.5,66.4,5.5
1011,3.9,8.7,30.5,21.3,14.5,66.4,5.5
1355,5.1,10.7,35.5,27.2,16.2,62.8,5.8
181,3.9,8.7,30.5,21.3,14.5,66.4,5.5
1288,8.3,10.4,42.2,22.7,12,57,7.4
1695,1.4,10.2,19.8,7.1,12,46.7,2.2
297,1.5,9.9,18.5,7,10,40.6,2.5
3754,3.9,8.7,30.5,21.3,14.5,66.4,5.5
3271,3.6,10.5,19.2,13.2,13.7,55.2,5.7
446,8.3,10.4,42.2,22.7,12,57,7.4
293,3.6,7.9,34.4,19.7,18.9,68.6,4.4
1487,8.3,9.5,39.9,25.1,11.4,60,5
1112,5,9.1,42,3,13.8,64.2,4.8
1329,8.3,10.4,42.2,22.7,12,57,7.4
581,3.2,8.4,15.4,9.8,16.7,68.2,2.1
1745,2.5,10,10.3,8.2,11.2,53.5,2.6
1293,8.3,10.4,42.2,22.7,12,57,7.4
100,5,9.1,42,3,13.8,64.2,4.8
1090,2.9,10.7,10.3,10.5,10.2,52.2,0.8
4456,7,11.8,18.6,12,10.4,51.5,3.6
2991,9.9,10.7,43.4,21.6,10.8,56.7,6.9
1187,1.5,9.9,18.5,7,10,40.6,2.5
892,7,11.8,18.6,12,10.4,51.5,3.6
1895,7,11.8,18.6,12,10.4,51.5,3.6
2656,9.9,10.7,43.4,21.6,10.8,56.7,6.9
4220,12.7,12.2,32.9,30.1,9.6,50.5,7.1
5283,2.9,10.7,10.3,10.5,10.2,52.2,0.8
4452,12.7,12.2,32.9,30.1,9.6,50.5,7.1
2105,2.5,10,10.3,8.2,11.2,53.5,2.6
2321,2.5,10,10.3,8.2,11.2,53.5,2.6
1914,9.9,10.7,43.4,21.6,10.8,56.7,6.9
53,4.6,7.2,39.4,18.5,15.3,64.9,6.6
939,3.2,8.4,15.4,9.8,16.7,68.2,2.1
677,1.5,8.1,12.1,6.9,12.8,52,1
1773,1.5,8.1,12.1,6.9,12.8,52,1
124,11.2,11,52,3.9,9.6,47.1,1
4042,7,11.8,18.6,12,10.4,51.5,3.6
493,3.6,7.9,34.4,19.7,18.9,68.6,4.4
4202,7.3,12.4,21.8,30.1,8.5,56.6,6.8
4950,2.6,11.7,16.5,20.5,6.9,47.9,3.8
1349,1.5,8.1,12.1,6.9,12.8,52,1
1884,2.9,10.7,10.3,10.5,10.2,52.2,0.8
2547,2.6,11.7,16.5,20.5,6.9,47.9,3.8
646,5,9.1,42,3,13.8,64.2,4.8
5513,12.7,12.2,32.9,30.1,9.6,50.5,7.1
4287,12.7,12.2,32.9,30.1,9.6,50.5,7.1
96,4.6,7.2,39.4,18.5,15.3,64.9,6.6
7,3.6,7.9,34.4,19.7,18.9,68.6,4.4
2299,2.9,10.7,10.3,10.5,10.2,52.2,0.8
5109,7.3,12.4,21.8,30.1,8.5,56.6,6.8
3018,7.3,12.4,21.8,30.1,8.5,56.6,6.8
1330,1.5,8.1,12.1,6.9,12.8,52,1
2332,3.2,8.4,15.4,9.8,16.7,68.2,2.1
3090,7.3,12.4,21.8,30.1,8.5,56.6,6.8
2120,9.9,10.7,43.4,21.6,10.8,56.7,6.9
2890,3.1,8.8,12.7,13.4,14.8,63.6,2.7
3870,1.5,8.1,12.1,6.9,12.8,52,1
1332,9.9,10.7,43.4,21.6,10.8,56.7,6.9
1375,2.5,10,10.3,8.2,11.2,53.5,2.6
2324,2.6,11.7,16.5,20.5,6.9,47.9,3.8
5370,2.6,11.7,16.5,20.5,6.9,47.9,3.8
3198,12.7,12.2,32.9,30.1,9.6,50.5,7.1
4299,7.3,12.4,21.8,30.1,8.5,56.6,6.8
1109,3.1,8.8,12.7,13.4,14.8,63.6,2.7
5484,13,10.8,27.6,31.2,9.1,50.4,7.2
163,3.6,7.9,34.4,19.7,18.9,68.6,4.4
218,4.6,7.2,39.4,18.5,15.3,64.9,6.6
3173,3.1,8.8,12.7,13.4,14.8,63.6,2.7
1012,3.2,8.4,15.4,9.8,16.7,68.2,2.1
505,3.2,8.4,15.4,9.8,16.7,68.2,2.1
4626,13,10.8,27.6,31.2,9.1,50.4,7.2
3936,10.4,11.4,21.1,28.7,9.8,54.8,7.1
4530,10.4,11.4,21.1,28.7,9.8,54.8,7.1
2884,10.6,11.3,49.1,15.7,9.6,50.2,4.8
630,4.7,6.9,43.6,5.9,14,61.5,2.6
680,4.6,7.2,39.4,18.5,15.3,64.9,6.6
2605,4.2,8.7,12.3,8.4,13.3,63.5,1.8
1958,7.5,8.9,46.2,19.7,16.4,59.5,9.1
1569,3.6,10.9,22.8,14.2,12.3,55.9,3.4
1404,4.2,8.7,12.3,8.4,13.3,63.5,1.8
